Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Jacky Ickx,ICK,Brabham Ford,14,1:49:55.400,9
2,7,Jackie Stewart,STE,Matra Ford,14,+57.700s,6
3,10,Bruce McLaren,MCL,McLaren Ford,14,+201.600s,4
4,1,Graham Hill,HIL,Lotus Ford,14,+238.800s,3
5,26,Henri Pescarolo,PES,,14,+491.000s,0
6,29,Richard Attwood,ATT,,13,+1 lap,0
7,20,Kurt Ahrens,AHR,,13,+1 lap,0
8,22,Rolf Stommelen,STO,,13,+1 lap,0
9,31,Peter Westbury,WES,,13,+1 lap,0
10,30,Xavier Perrot,PER,,13,+1 lap,0
11,11,Jo Siffert,SIF,Lotus Ford,12,DNF,0
12,8,Jean-Pierre Beltoise,BEL,Matra Ford,12,DNF,0
NC,15,Jackie Oliver,OLI,BRM,11,DNF,0
NC,9,Denny Hulme,HUL,McLaren Ford,11,DNF,0
NC,2,Jochen Rindt,RIN,Lotus Ford,10,DNF,0
NC,28,Francois Cevert,CEV,,9,DNF,0
NC,27,Johnny Servoz-Gavin,SER,,6,DNF,0
NC,16,Jo Bonnier,BON,Lotus Ford,4,DNF,0
NC,17,Piers Courage,COU,Brabham Ford,1,DNF,0
NC,12,Vic Elford,ELF,McLaren Ford,0,DNF,0
NC,3,Mario Andretti,AND,Lotus Ford,0,DNF,0
