Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,3,Jackie Stewart,STE,Matra Ford,84,1:55:55.600,9
2,7,Jacky Ickx,ICK,Brabham Ford,83,+1 lap,6
3,6,Bruce McLaren,MCL,McLaren Ford,83,+1 lap,4
4,2,Jochen Rindt,RIN,Lotus Ford,83,+1 lap,3
5,16,Piers Courage,COU,Brabham Ford,83,+1 lap,2
6,19,Vic Elford,ELF,McLaren Ford,82,+2 laps,1
7,1,Graham Hill,HIL,Lotus Ford,82,+2 laps,0
8,10,Jo Siffert,SIF,Lotus Ford,81,+3 laps,0
9,4,Jean-Pierre Beltoise,BEL,Matra Ford,78,+6 laps,0
10,9,John Miles,MIL,Lotus Ford,75,+9 laps,0
NC,12,Pedro Rodriguez,ROD,Ferrari,61,DNF,0
NC,11,Chris Amon,AMO,Ferrari,45,DNF,0
NC,5,Denny Hulme,HUL,McLaren Ford,27,DNF,0
NC,15,Jackie Oliver,OLI,BRM,19,DNF,0
NC,18,Jo Bonnier,BON,Lotus Ford,6,DNF,0
NC,20,Derek Bell,BEL,McLaren Ford,5,DNF,0
NC,14,John Surtees,SUR,BRM,1,DNF,0
