Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Jackie Stewart,STE,Matra Ford,38,1:56:47.400,9
2,7,Jean-Pierre Beltoise,BEL,Matra Ford,38,+57.100s,6
3,11,Jacky Ickx,ICK,Brabham Ford,38,+57.300s,4
4,5,Bruce McLaren,MCL,McLaren Ford,37,+1 lap,3
5,10,Vic Elford,ELF,McLaren Ford,37,+1 lap,2
6,1,Graham Hill,HIL,Lotus Ford,37,+1 lap,1
7,12,Silvio Moser,MOS,Brabham Ford,36,+2 laps,0
8,4,Denny Hulme,HUL,McLaren Ford,35,+3 laps,0
9,3,Jo Siffert,SIF,Lotus Ford,34,+4 laps,0
NC,6,Chris Amon,AMO,Ferrari,30,DNF,0
NC,15,Jochen Rindt,RIN,Lotus Ford,22,DNF,0
NC,9,Piers Courage,COU,Brabham Ford,21,DNF,0
NC,14,John Miles,MIL,Lotus Ford,1,DNF,0
