Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,7,Jackie Stewart,STE,Matra Ford,90,2:16:53.990,9
2,6,Bruce McLaren,MCL,McLaren Ford,88,+2 laps,6
3,8,Jean-Pierre Beltoise,BEL,Matra Ford,87,+3 laps,4
4,5,Denny Hulme,HUL,McLaren Ford,87,+3 laps,3
5,14,John Surtees,SUR,BRM,84,+6 laps,2
6,4,Jacky Ickx,ICK,Brabham Ford,83,DNF,1
NC,9,Pedro Rodriguez,ROD,BRM,73,DNF,0
NC,15,Chris Amon,AMO,Ferrari,56,DNF,0
NC,3,Jack Brabham,BRA,Brabham Ford,51,DNF,0
NC,10,Jo Siffert,SIF,Lotus Ford,30,DNF,0
NC,2,Jochen Rindt,RIN,Lotus Ford,19,DNF,0
NC,11,Piers Courage,COU,Brabham Ford,18,DNF,0
NC,1,Graham Hill,HIL,Lotus Ford,8,DNF,0
NC,12,Jackie Oliver,OLI,BRM,1,DNF,0
