Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,3,Jacques Villeneuve,VIL,Williams Renault,77,1:45:47.149,10
2,1,Damon Hill,HIL,Arrows Yamaha,77,+9.079s,6
3,16,Johnny Herbert,HER,Sauber Petronas,77,+20.445s,4
4,5,Michael Schumacher,MSC,Ferrari,77,+30.501s,3
5,11,Ralf Schumacher,RSC,Jordan Peugeot,77,+30.715s,2
6,15,Shinji Nakano,NAK,Prost Mugen Honda,77,+41.512s,1
7,14,Jarno Trulli,TRU,Prost Mugen Honda,77,+75.552s,0
8,8,Gerhard Berger,BER,Benetton Renault,77,+76.409s,0
9,6,Eddie Irvine,IRV,Ferrari,76,DNF,0
10,20,Ukyo Katayama,KAT,Minardi Hart,76,+1 lap,0
11,7,Jean Alesi,ALE,Benetton Renault,76,+1 lap,0
12,21,Tarso Marques,MAR,Minardi Hart,75,+2 laps,0
13,19,Mika Salo,SAL,Tyrrell Ford,75,+2 laps,0
NC,10,David Coulthard,COU,McLaren Mercedes,65,DNF,0
NC,18,Jos Verstappen,VER,Tyrrell Ford,61,DNF,0
NC,2,Pedro Diniz,DIN,Arrows Yamaha,53,DNF,0
NC,12,Giancarlo Fisichella,FIS,Jordan Peugeot,42,DNF,0
NC,4,Heinz-Harald Frentzen,FRE,Williams Renault,29,DNF,0
NC,22,Rubens Barrichello,BAR,Stewart Ford,29,DNF,0
NC,9,Mika Hakkinen,HAK,McLaren Mercedes,12,DNF,0
NC,17,Gianni Morbidelli,MOR,Sauber Petronas,7,DNF,0
NC,23,Jan Magnussen,MAG,Stewart Ford,5,DNF,0
