Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,3,Jacques Villeneuve,VIL,Williams Renault,59,1:28:01.665,10
2,7,Jean Alesi,ALE,Benetton Renault,59,+10.205s,6
3,8,Alexander Wurz,WUR,Benetton Renault,59,+11.296s,4
4,10,David Coulthard,COU,McLaren Mercedes,59,+31.229s,3
5,11,Ralf Schumacher,RSC,Jordan Peugeot,59,+31.880s,2
6,1,Damon Hill,HIL,Arrows Yamaha,59,+73.552s,1
7,12,Giancarlo Fisichella,FIS,Jordan Peugeot,58,+1 lap,0
8,14,Jarno Trulli,TRU,Prost Mugen Honda,58,+1 lap,0
9,17,Norberto Fontana,FON,Sauber Petronas,58,+1 lap,0
10,21,Tarso Marques,MAR,Minardi Hart,58,+1 lap,0
11,15,Shinji Nakano,NAK,Prost Mugen Honda,57,DNF,0
NC,9,Mika Hakkinen,HAK,McLaren Mercedes,52,DNF,0
NC,23,Jan Magnussen,MAG,Stewart Ford,50,DNF,0
NC,18,Jos Verstappen,VER,Tyrrell Ford,45,DNF,0
NC,6,Eddie Irvine,IRV,Ferrari,44,DNF,0
NC,19,Mika Salo,SAL,Tyrrell Ford,44,DNF,0
NC,16,Johnny Herbert,HER,Sauber Petronas,42,DNF,0
NC,5,Michael Schumacher,MSC,Ferrari,38,DNF,0
NC,22,Rubens Barrichello,BAR,Stewart Ford,37,DNF,0
NC,2,Pedro Diniz,DIN,Arrows Yamaha,29,DNF,0
NC,4,Heinz-Harald Frentzen,FRE,Williams Renault,0,DNF,0
NC,20,Ukyo Katayama,KAT,Minardi Hart,0,DNF,0
