Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,10,David Coulthard,COU,McLaren Mercedes,53,1:17:04.609,10
2,7,Jean Alesi,ALE,Benetton Renault,53,+1.937s,6
3,4,Heinz-Harald Frentzen,FRE,Williams Renault,53,+4.343s,4
4,12,Giancarlo Fisichella,FIS,Jordan Peugeot,53,+5.871s,3
5,3,Jacques Villeneuve,VIL,Williams Renault,53,+6.416s,2
6,5,Michael Schumacher,MSC,Ferrari,53,+11.481s,1
7,8,Gerhard Berger,BER,Benetton Renault,53,+12.471s,0
8,6,Eddie Irvine,IRV,Ferrari,53,+17.639s,0
9,9,Mika Hakkinen,HAK,McLaren Mercedes,53,+49.373s,0
10,14,Jarno Trulli,TRU,Prost Mugen Honda,53,+62.706s,0
11,15,Shinji Nakano,NAK,Prost Mugen Honda,53,+63.327s,0
12,17,Gianni Morbidelli,MOR,Sauber Petronas,52,+1 lap,0
13,22,Rubens Barrichello,BAR,Stewart Ford,52,+1 lap,0
14,21,Tarso Marques,MAR,Minardi Hart,50,+3 laps,0
NC,1,Damon Hill,HIL,Arrows Yamaha,46,DNF,0
NC,11,Ralf Schumacher,RSC,Jordan Peugeot,39,DNF,0
NC,16,Johnny Herbert,HER,Sauber Petronas,38,DNF,0
NC,19,Mika Salo,SAL,Tyrrell Ford,33,DNF,0
NC,23,Jan Magnussen,MAG,Stewart Ford,31,DNF,0
NC,18,Jos Verstappen,VER,Tyrrell Ford,12,DNF,0
NC,20,Ukyo Katayama,KAT,Minardi Hart,8,DNF,0
NC,2,Pedro Diniz,DIN,Arrows Yamaha,4,DNF,0
