Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,10,David Coulthard,COU,McLaren Mercedes,58,1:30:28.718,10
2,5,Michael Schumacher,MSC,Ferrari,58,+20.046s,6
3,9,Mika Hakkinen,HAK,McLaren Mercedes,58,+22.177s,4
4,8,Gerhard Berger,BER,Benetton Renault,58,+22.841s,3
5,14,Olivier Panis,PAN,Prost Mugen Honda,58,+60.308s,2
6,17,Nicola Larini,LAR,Sauber Petronas,58,+96.040s,1
7,15,Shinji Nakano,NAK,Prost Mugen Honda,56,+2 laps,0
8,4,Heinz-Harald Frentzen,FRE,Williams Renault,55,DNF,0
9,21,Jarno Trulli,TRU,Minardi Hart,55,+3 laps,0
10,2,Pedro Diniz,DIN,Arrows Yamaha,54,+4 laps,0
NC,22,Rubens Barrichello,BAR,Stewart Ford,49,DNF,0
NC,19,Mika Salo,SAL,Tyrrell Ford,42,DNF,0
NC,23,Jan Magnussen,MAG,Stewart Ford,36,DNF,0
NC,7,Jean Alesi,ALE,Benetton Renault,34,DNF,0
NC,20,Ukyo Katayama,KAT,Minardi Hart,32,DNF,0
NC,12,Giancarlo Fisichella,FIS,Jordan Peugeot,14,DNF,0
NC,18,Jos Verstappen,VER,Tyrrell Ford,2,DNF,0
NC,11,Ralf Schumacher,RSC,Jordan Peugeot,1,DNF,0
NC,6,Eddie Irvine,IRV,Ferrari,0,DNF,0
NC,3,Jacques Villeneuve,VIL,Williams Renault,0,DNF,0
NC,16,Johnny Herbert,HER,Sauber Petronas,0,DNF,0
NC,1,Damon Hill,HIL,Arrows Yamaha,0,DNF,0
