Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,8,Gerhard Berger,BER,Benetton Renault,45,1:20:59.046,10
2,5,Michael Schumacher,MSC,Ferrari,45,+17.527s,6
3,9,Mika Hakkinen,HAK,McLaren Mercedes,45,+24.770s,4
4,14,Jarno Trulli,TRU,Prost Mugen Honda,45,+27.165s,3
5,11,Ralf Schumacher,RSC,Jordan Peugeot,45,+29.995s,2
6,7,Jean Alesi,ALE,Benetton Renault,45,+34.717s,1
7,15,Shinji Nakano,NAK,Prost Mugen Honda,45,+79.722s,0
8,1,Damon Hill,HIL,Arrows Yamaha,44,+1 lap,0
9,17,Norberto Fontana,FON,Sauber Petronas,44,+1 lap,0
10,18,Jos Verstappen,VER,Tyrrell Ford,44,+1 lap,0
11,12,Giancarlo Fisichella,FIS,Jordan Peugeot,40,DNF,0
NC,3,Jacques Villeneuve,VIL,Williams Renault,33,DNF,0
NC,22,Rubens Barrichello,BAR,Stewart Ford,33,DNF,0
NC,19,Mika Salo,SAL,Tyrrell Ford,33,DNF,0
NC,23,Jan Magnussen,MAG,Stewart Ford,27,DNF,0
NC,20,Ukyo Katayama,KAT,Minardi Hart,23,DNF,0
NC,16,Johnny Herbert,HER,Sauber Petronas,8,DNF,0
NC,2,Pedro Diniz,DIN,Arrows Yamaha,8,DNF,0
NC,10,David Coulthard,COU,McLaren Mercedes,1,DNF,0
NC,4,Heinz-Harald Frentzen,FRE,Williams Renault,1,DNF,0
NC,6,Eddie Irvine,IRV,Ferrari,1,DNF,0
