Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,3,Jacques Villeneuve,VIL,Williams Renault,71,1:27:35.999,10
2,10,David Coulthard,COU,McLaren Mercedes,71,+2.909s,6
3,4,Heinz-Harald Frentzen,FRE,Williams Renault,71,+3.962s,4
4,12,Giancarlo Fisichella,FIS,Jordan Peugeot,71,+12.127s,3
5,11,Ralf Schumacher,RSC,Jordan Peugeot,71,+31.859s,2
6,5,Michael Schumacher,MSC,Ferrari,71,+33.410s,1
7,1,Damon Hill,HIL,Arrows Yamaha,71,+37.207s,0
8,16,Johnny Herbert,HER,Sauber Petronas,71,+49.057s,0
9,17,Gianni Morbidelli,MOR,Sauber Petronas,71,+66.455s,0
10,8,Gerhard Berger,BER,Benetton Renault,70,+1 lap,0
11,20,Ukyo Katayama,KAT,Minardi Hart,69,+2 laps,0
12,18,Jos Verstappen,VER,Tyrrell Ford,69,+2 laps,0
13,2,Pedro Diniz,DIN,Arrows Yamaha,67,DNF,0
14,22,Rubens Barrichello,BAR,Stewart Ford,64,DNF,0
NC,14,Jarno Trulli,TRU,Prost Mugen Honda,58,DNF,0
NC,23,Jan Magnussen,MAG,Stewart Ford,58,DNF,0
NC,15,Shinji Nakano,NAK,Prost Mugen Honda,57,DNF,0
NC,19,Mika Salo,SAL,Tyrrell Ford,48,DNF,0
NC,6,Eddie Irvine,IRV,Ferrari,38,DNF,0
NC,7,Jean Alesi,ALE,Benetton Renault,37,DNF,0
NC,9,Mika Hakkinen,HAK,McLaren Mercedes,1,DNF,0
