Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,7,David Coulthard,COU,McLaren Mercedes,62,1:34:24.593,10
2,3,Michael Schumacher,MSC,Ferrari,62,+4.554s,6
3,4,Eddie Irvine,IRV,Ferrari,62,+51.776s,4
4,1,Jacques Villeneuve,VIL,Williams Mecachrome,62,+54.590s,3
5,2,Heinz-Harald Frentzen,FRE,Williams Mecachrome,62,+77.477s,2
6,14,Jean Alesi,ALE,Sauber Petronas,61,+1 lap,1
7,10,Ralf Schumacher,RSC,Jordan Mugen Honda,60,+2 laps,0
8,23,Esteban Tuero,TUE,Minardi Ford,60,+2 laps,0
9,17,Mika Salo,SAL,Arrows,60,+2 laps,0
10,9,Damon Hill,HIL,Jordan Mugen Honda,57,DNF,0
11,11,Olivier Panis,PAN,Prost Peugeot,56,DNF,0
NC,20,Ricardo Rosset,ROS,Tyrrell Ford,48,DNF,0
NC,21,Toranosuke Takagi,TAK,Tyrrell Ford,40,DNF,0
NC,12,Jarno Trulli,TRU,Prost Peugeot,34,DNF,0
NC,22,Shinji Nakano,NAK,Minardi Ford,27,DNF,0
NC,16,Pedro Diniz,DIN,Arrows,18,DNF,0
NC,8,Mika Hakkinen,HAK,McLaren Mercedes,17,DNF,0
NC,5,Giancarlo Fisichella,FIS,Benetton Playlife,17,DNF,0
NC,6,Alexander Wurz,WUR,Benetton Playlife,17,DNF,0
NC,15,Johnny Herbert,HER,Sauber Petronas,12,DNF,0
NC,19,Jan Magnussen,MAG,Stewart Ford,8,DNF,0
NC,18,Rubens Barrichello,BAR,Stewart Ford,0,DNF,0
