Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,8,Mika Hakkinen,HAK,McLaren Mercedes,45,1:20:47.984,10
2,7,David Coulthard,COU,McLaren Mercedes,45,+0.427s,6
3,1,Jacques Villeneuve,VIL,Williams Mecachrome,45,+2.578s,4
4,9,Damon Hill,HIL,Jordan Mugen Honda,45,+7.185s,3
5,3,Michael Schumacher,MSC,Ferrari,45,+12.613s,2
6,10,Ralf Schumacher,RSC,Jordan Mugen Honda,45,+29.739s,1
7,5,Giancarlo Fisichella,FIS,Benetton Playlife,45,+31.027s,0
8,4,Eddie Irvine,IRV,Ferrari,45,+31.650s,0
9,2,Heinz-Harald Frentzen,FRE,Williams Mecachrome,45,+32.785s,0
10,14,Jean Alesi,ALE,Sauber Petronas,45,+48.372s,0
11,6,Alexander Wurz,WUR,Benetton Playlife,45,+57.995s,0
12,12,Jarno Trulli,TRU,Prost Peugeot,44,+1 lap,0
13,21,Toranosuke Takagi,TAK,Tyrrell Ford,44,+1 lap,0
14,17,Mika Salo,SAL,Arrows,44,+1 lap,0
15,11,Olivier Panis,PAN,Prost Peugeot,44,+1 lap,0
16,23,Esteban Tuero,TUE,Minardi Ford,43,+2 laps,0
NC,15,Johnny Herbert,HER,Sauber Petronas,37,DNF,0
NC,22,Shinji Nakano,NAK,Minardi Ford,36,DNF,0
NC,18,Rubens Barrichello,BAR,Stewart Ford,27,DNF,0
NC,19,Jos Verstappen,VER,Stewart Ford,24,DNF,0
NC,16,Pedro Diniz,DIN,Arrows,2,DNF,0
