Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,8,Mika Hakkinen,HAK,McLaren Mercedes,71,1:30:44.086,10
2,7,David Coulthard,COU,McLaren Mercedes,71,+5.289s,6
3,3,Michael Schumacher,MSC,Ferrari,71,+39.093s,4
4,4,Eddie Irvine,IRV,Ferrari,71,+43.977s,3
5,10,Ralf Schumacher,RSC,Jordan Mugen Honda,71,+50.655s,2
6,1,Jacques Villeneuve,VIL,Williams Mecachrome,71,+53.202s,1
7,9,Damon Hill,HIL,Jordan Mugen Honda,71,+73.624s,0
8,15,Johnny Herbert,HER,Sauber Petronas,70,+1 lap,0
9,6,Alexander Wurz,WUR,Benetton Playlife,70,+1 lap,0
10,12,Jarno Trulli,TRU,Prost Peugeot,70,+1 lap,0
11,22,Shinji Nakano,NAK,Minardi Ford,70,+1 lap,0
12,20,Ricardo Rosset,ROS,Tyrrell Ford,69,+2 laps,0
NC,19,Jos Verstappen,VER,Stewart Ford,51,DNF,0
NC,23,Esteban Tuero,TUE,Minardi Ford,30,DNF,0
NC,5,Giancarlo Fisichella,FIS,Benetton Playlife,21,DNF,0
NC,14,Jean Alesi,ALE,Sauber Petronas,21,DNF,0
NC,2,Heinz-Harald Frentzen,FRE,Williams Mecachrome,16,DNF,0
NC,18,Rubens Barrichello,BAR,Stewart Ford,8,DNF,0
NC,16,Pedro Diniz,DIN,Arrows,3,DNF,0
NC,17,Mika Salo,SAL,Arrows,1,DNF,0
NC,11,Olivier Panis,PAN,Prost Peugeot,0,DNF,0
NC,21,Toranosuke Takagi,TAK,Tyrrell Ford,0,DNF,0
