Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,8,Mika Hakkinen,HAK,McLaren Mercedes,78,1:51:23.595,10
2,5,Giancarlo Fisichella,FIS,Benetton Playlife,78,+11.475s,6
3,4,Eddie Irvine,IRV,Ferrari,78,+41.378s,4
4,17,Mika Salo,SAL,Arrows,78,+60.363s,3
5,1,Jacques Villeneuve,VIL,Williams Mecachrome,77,+1 lap,2
6,16,Pedro Diniz,DIN,Arrows,77,+1 lap,1
7,15,Johnny Herbert,HER,Sauber Petronas,77,+1 lap,0
8,9,Damon Hill,HIL,Jordan Mugen Honda,76,+2 laps,0
9,22,Shinji Nakano,NAK,Minardi Ford,76,+2 laps,0
10,3,Michael Schumacher,MSC,Ferrari,76,+2 laps,0
11,21,Toranosuke Takagi,TAK,Tyrrell Ford,76,+2 laps,0
12,14,Jean Alesi,ALE,Sauber Petronas,72,DNF,0
NC,12,Jarno Trulli,TRU,Prost Peugeot,56,DNF,0
NC,11,Olivier Panis,PAN,Prost Peugeot,49,DNF,0
NC,10,Ralf Schumacher,RSC,Jordan Mugen Honda,44,DNF,0
NC,6,Alexander Wurz,WUR,Benetton Playlife,42,DNF,0
NC,19,Jan Magnussen,MAG,Stewart Ford,30,DNF,0
NC,7,David Coulthard,COU,McLaren Mercedes,17,DNF,0
NC,18,Rubens Barrichello,BAR,Stewart Ford,11,DNF,0
NC,2,Heinz-Harald Frentzen,FRE,Williams Mecachrome,9,DNF,0
NC,23,Esteban Tuero,TUE,Minardi Ford,0,DNF,0
