Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Michael Schumacher,MSC,Benetton Ford,72,1:38:35.704,10
2,0,Damon Hill,HIL,Williams Renault,72,+12.642s,6
3,28,Gerhard Berger,BER,Ferrari,72,+52.765s,4
4,30,Heinz-Harald Frentzen,FRE,Sauber Mercedes,71,+1 lap,3
5,23,Pierluigi Martini,MAR,Minardi Ford,70,+2 laps,2
6,29,Andrea de Cesaris,DEC,Sauber Mercedes,70,+2 laps,1
7,12,Johnny Herbert,HER,Lotus Mugen Honda,70,+2 laps,0
8,9,Christian Fittipaldi,FIT,Footwork Ford,70,+2 laps,0
9,32,Jean-Marc Gounon,GOU,Simtek Ford,68,+4 laps,0
10,4,Mark Blundell,BLU,Tyrrell Yamaha,67,+5 laps,0
11,20,Erik Comas,COM,Larrousse Ford,66,DNF,0
NC,3,Ukyo Katayama,KAT,Tyrrell Yamaha,53,DNF,0
NC,7,Mika Hakkinen,HAK,McLaren Peugeot,48,DNF,0
NC,2,Nigel Mansell,MAN,Williams Renault,45,DNF,0
NC,27,Jean Alesi,ALE,Ferrari,41,DNF,0
NC,14,Rubens Barrichello,BAR,Jordan Hart,41,DNF,0
NC,25,Eric Bernard,BER,Ligier Renault,40,DNF,0
NC,19,Olivier Beretta,BER,Larrousse Ford,36,DNF,0
NC,8,Martin Brundle,BRU,McLaren Peugeot,29,DNF,0
NC,10,Gianni Morbidelli,MOR,Footwork Ford,28,DNF,0
NC,26,Olivier Panis,PAN,Ligier Renault,28,DNF,0
NC,31,David Brabham,BRA,Simtek Ford,28,DNF,0
NC,6,Jos Verstappen,VER,Benetton Ford,25,DNF,0
NC,15,Eddie Irvine,IRV,Jordan Hart,24,DNF,0
NC,24,Michele Alboreto,ALB,Minardi Ford,21,DNF,0
NC,11,Alessandro Zanardi,ZAN,Lotus Mugen Honda,20,DNF,0
