Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,28,Gerhard Berger,BER,Ferrari,45,1:22:37.272,10
2,26,Olivier Panis,PAN,Ligier Renault,45,+54.779s,6
3,25,Eric Bernard,BER,Ligier Renault,45,+65.042s,4
4,9,Christian Fittipaldi,FIT,Footwork Ford,45,+81.609s,3
5,10,Gianni Morbidelli,MOR,Footwork Ford,45,+90.544s,2
6,20,Erik Comas,COM,Larrousse Ford,45,+105.445s,1
7,19,Olivier Beretta,BER,Larrousse Ford,44,+1 lap,0
8,0,Damon Hill,HIL,Williams Renault,44,+1 lap,0
NC,32,Jean-Marc Gounon,GOU,Simtek Ford,39,DNF,0
NC,31,David Brabham,BRA,Simtek Ford,37,DNF,0
NC,5,Michael Schumacher,MSC,Benetton Ford,20,DNF,0
NC,8,Martin Brundle,BRU,McLaren Peugeot,19,DNF,0
NC,2,David Coulthard,COU,Williams Renault,17,DNF,0
NC,6,Jos Verstappen,VER,Benetton Ford,15,DNF,0
NC,3,Ukyo Katayama,KAT,Tyrrell Yamaha,6,DNF,0
NC,4,Mark Blundell,BLU,Tyrrell Yamaha,0,DNF,0
NC,7,Mika Hakkinen,HAK,McLaren Peugeot,0,DNF,0
NC,11,Alessandro Zanardi,ZAN,Lotus Mugen Honda,0,DNF,0
NC,12,Johnny Herbert,HER,Lotus Mugen Honda,0,DNF,0
NC,14,Rubens Barrichello,BAR,Jordan Hart,0,DNF,0
NC,15,Eddie Irvine,IRV,Jordan Hart,0,DNF,0
NC,23,Pierluigi Martini,MAR,Minardi Ford,0,DNF,0
NC,24,Michele Alboreto,ALB,Minardi Ford,0,DNF,0
NC,27,Jean Alesi,ALE,Ferrari,0,DNF,0
NC,29,Andrea de Cesaris,DEC,Sauber Mercedes,0,DNF,0
NC,30,Heinz-Harald Frentzen,FRE,Sauber Mercedes,0,DNF,0
