Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,0,Damon Hill,HIL,Williams Renault,44,1:28:47.170,10
2,7,Mika Hakkinen,HAK,McLaren Peugeot,44,+51.381s,6
3,6,Jos Verstappen,VER,Benetton Ford,44,+70.453s,4
4,2,David Coulthard,COU,Williams Renault,44,+105.787s,3
5,4,Mark Blundell,BLU,Tyrrell Yamaha,43,+1 lap,2
6,10,Gianni Morbidelli,MOR,Footwork Ford,43,+1 lap,1
7,26,Olivier Panis,PAN,Ligier Renault,43,+1 lap,0
8,23,Pierluigi Martini,MAR,Minardi Ford,43,+1 lap,0
9,24,Michele Alboreto,ALB,Minardi Ford,43,+1 lap,0
10,25,Eric Bernard,BER,Ligier Renault,42,+2 laps,0
11,32,Jean-Marc Gounon,GOU,Simtek Ford,42,+2 laps,0
12,12,Johnny Herbert,HER,Lotus Mugen Honda,41,+3 laps,0
13,15,Eddie Irvine,IRV,Jordan Hart,40,DNF,0
NC,9,Christian Fittipaldi,FIT,Footwork Ford,33,DNF,0
NC,31,David Brabham,BRA,Simtek Ford,29,DNF,0
NC,29,Andrea de Cesaris,DEC,Sauber Mercedes,27,DNF,0
NC,8,Martin Brundle,BRU,McLaren Peugeot,24,DNF,0
NC,14,Rubens Barrichello,BAR,Jordan Hart,19,DNF,0
NC,3,Ukyo Katayama,KAT,Tyrrell Yamaha,18,DNF,0
NC,11,Philippe Adams,ADA,Lotus Mugen Honda,15,DNF,0
NC,28,Gerhard Berger,BER,Ferrari,11,DNF,0
NC,19,Philippe Alliot,ALL,Larrousse Ford,11,DNF,0
NC,30,Heinz-Harald Frentzen,FRE,Sauber Mercedes,10,DNF,0
NC,20,Erik Comas,COM,Larrousse Ford,3,DNF,0
NC,27,Jean Alesi,ALE,Ferrari,2,DNF,0
