Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,0,Damon Hill,HIL,Williams Renault,53,1:18:02.754,10
2,28,Gerhard Berger,BER,Ferrari,53,+4.930s,6
3,7,Mika Hakkinen,HAK,McLaren Peugeot,53,+25.640s,4
4,14,Rubens Barrichello,BAR,Jordan Hart,53,+50.634s,3
5,8,Martin Brundle,BRU,McLaren Peugeot,53,+85.575s,2
6,2,David Coulthard,COU,Williams Renault,52,DNF,1
7,25,Eric Bernard,BER,Ligier Renault,52,+1 lap,0
8,20,Erik Comas,COM,Larrousse Ford,52,+1 lap,0
9,5,Jyrki Jarvilehto,JAR,Benetton Ford,52,+1 lap,0
10,26,Olivier Panis,PAN,Ligier Renault,51,+2 laps,0
NC,31,David Brabham,BRA,Simtek Ford,46,DNF,0
NC,3,Ukyo Katayama,KAT,Tyrrell Yamaha,45,DNF,0
NC,9,Christian Fittipaldi,FIT,Footwork Ford,43,DNF,0
NC,15,Eddie Irvine,IRV,Jordan Hart,41,DNF,0
NC,4,Mark Blundell,BLU,Tyrrell Yamaha,39,DNF,0
NC,23,Pierluigi Martini,MAR,Minardi Ford,30,DNF,0
NC,24,Michele Alboreto,ALB,Minardi Ford,28,DNF,0
NC,30,Heinz-Harald Frentzen,FRE,Sauber Mercedes,22,DNF,0
NC,29,Andrea de Cesaris,DEC,Sauber Mercedes,20,DNF,0
NC,32,Jean-Marc Gounon,GOU,Simtek Ford,20,DNF,0
NC,19,Yannick Dalmas,DAL,Larrousse Ford,18,DNF,0
NC,27,Jean Alesi,ALE,Ferrari,14,DNF,0
NC,12,Johnny Herbert,HER,Lotus Mugen Honda,13,DNF,0
NC,6,Jos Verstappen,VER,Benetton Ford,0,DNF,0
NC,10,Gianni Morbidelli,MOR,Footwork Ford,0,DNF,0
NC,11,Alessandro Zanardi,ZAN,Lotus Mugen Honda,0,DNF,0
