Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,0,Damon Hill,HIL,Williams Renault,50,1:55:53.532,10
2,5,Michael Schumacher,MSC,Benetton Ford,50,+3.365s,6
3,27,Jean Alesi,ALE,Ferrari,50,+52.045s,4
4,2,Nigel Mansell,MAN,Williams Renault,50,+56.074s,3
5,15,Eddie Irvine,IRV,Jordan Hart,50,+102.107s,2
6,30,Heinz-Harald Frentzen,FRE,Sauber Mercedes,50,+119.863s,1
7,7,Mika Hakkinen,HAK,McLaren Peugeot,50,+122.985s,0
8,9,Christian Fittipaldi,FIT,Footwork Ford,49,+1 lap,0
9,20,Erik Comas,COM,Larrousse Ford,49,+1 lap,0
10,11,Mika Salo,SAL,Lotus Mugen Honda,49,+1 lap,0
11,26,Olivier Panis,PAN,Ligier Renault,49,+1 lap,0
12,31,David Brabham,BRA,Simtek Ford,48,+2 laps,0
13,12,Alessandro Zanardi,ZAN,Lotus Mugen Honda,48,+2 laps,0
NC,4,Mark Blundell,BLU,Tyrrell Yamaha,26,DNF,0
NC,14,Rubens Barrichello,BAR,Jordan Hart,16,DNF,0
NC,8,Martin Brundle,BRU,McLaren Peugeot,13,DNF,0
NC,10,Gianni Morbidelli,MOR,Footwork Ford,13,DNF,0
NC,28,Gerhard Berger,BER,Ferrari,10,DNF,0
NC,25,Franck Lagorce,LAG,Ligier Renault,10,DNF,0
NC,23,Pierluigi Martini,MAR,Minardi Ford,10,DNF,0
NC,24,Michele Alboreto,ALB,Minardi Ford,10,DNF,0
NC,6,Johnny Herbert,HER,Benetton Ford,3,DNF,0
NC,3,Ukyo Katayama,KAT,Tyrrell Yamaha,3,DNF,0
NC,32,Taki Inoue,INO,Simtek Ford,3,DNF,0
NC,19,Hideki Noda,NOD,Larrousse Ford,0,DNF,0
NC,29,Jyrki Jarvilehto,JAR,Sauber Mercedes,0,DNF,0
