Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Nigel Mansell,MAN,Williams Renault,81,1:47:51.480,10
2,28,Gerhard Berger,BER,Ferrari,81,+2.511s,6
3,8,Martin Brundle,BRU,McLaren Peugeot,81,+52.487s,4
4,14,Rubens Barrichello,BAR,Jordan Hart,81,+70.530s,3
5,26,Olivier Panis,PAN,Ligier Renault,80,+1 lap,2
6,27,Jean Alesi,ALE,Ferrari,80,+1 lap,1
7,30,Heinz-Harald Frentzen,FRE,Sauber Mercedes,80,+1 lap,0
8,9,Christian Fittipaldi,FIT,Footwork Ford,80,+1 lap,0
9,23,Pierluigi Martini,MAR,Minardi Ford,79,+2 laps,0
10,29,Jyrki Jarvilehto,JAR,Sauber Mercedes,79,+2 laps,0
11,25,Franck Lagorce,LAG,Ligier Renault,79,+2 laps,0
12,7,Mika Hakkinen,HAK,McLaren Peugeot,76,DNF,0
NC,24,Michele Alboreto,ALB,Minardi Ford,69,DNF,0
NC,4,Mark Blundell,BLU,Tyrrell Yamaha,66,DNF,0
NC,20,Jean-Denis Deletraz,DEL,Larrousse Ford,56,DNF,0
NC,11,Mika Salo,SAL,Lotus Mugen Honda,49,DNF,0
NC,31,David Brabham,BRA,Simtek Ford,49,DNF,0
NC,12,Alessandro Zanardi,ZAN,Lotus Mugen Honda,40,DNF,0
NC,5,Michael Schumacher,MSC,Benetton Ford,35,DNF,0
NC,0,Damon Hill,HIL,Williams Renault,35,DNF,0
NC,32,Domenico Schiattarella,SCH,Simtek Ford,21,DNF,0
NC,3,Ukyo Katayama,KAT,Tyrrell Yamaha,19,DNF,0
NC,19,Hideki Noda,NOD,Larrousse Ford,18,DNF,0
NC,10,Gianni Morbidelli,MOR,Footwork Ford,17,DNF,0
NC,15,Eddie Irvine,IRV,Jordan Hart,15,DNF,0
NC,6,Johnny Herbert,HER,Benetton Ford,13,DNF,0
