Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Jochen Rindt,RIN,Lotus Ford,38,1:55:57.000,9
2,14,Chris Amon,AMO,March Ford,38,+7.610s,6
3,23,Jack Brabham,BRA,Brabham Ford,38,+44.830s,4
4,19,Denny Hulme,HUL,McLaren Ford,38,+45.660s,3
5,20,Henri Pescarolo,PES,Matra,38,+79.420s,2
6,17,Dan Gurney,GUR,McLaren Ford,38,+79.650s,1
7,22,Rolf Stommelen,STO,Brabham Ford,38,+140.160s,0
8,7,John Miles,MIL,Lotus Ford,38,+167.170s,0
9,1,Jackie Stewart,STE,March Ford,38,+189.610s,0
10,8,Graham Hill,HIL,Lotus Ford,37,+1 lap,0
11,2,Francois Cevert,CEV,March Ford,37,+1 lap,0
12,4,George Eaton,EAT,BRM,36,+2 laps,0
13,21,Jean-Pierre Beltoise,BEL,Matra,35,DNF,0
14,11,Ignazio Giunti,GIU,Ferrari,35,+3 laps,0
NC,16,Andrea de Adamich,DEA,McLaren Alfa Romeo,29,+9 laps,0
NC,12,Jo Siffert,SIF,March Ford,23,DNF,0
NC,18,Ronnie Peterson,PET,March Ford,17,DNF,0
NC,10,Jacky Ickx,ICK,Ferrari,16,DNF,0
NC,3,Pedro Rodriguez,ROD,BRM,6,DNF,0
NC,5,Jackie Oliver,OLI,BRM,5,DNF,0
