Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Pedro Rodriguez,ROD,BRM,28,1:38:09.900,9
2,10,Chris Amon,AMO,March Ford,28,+1.100s,6
3,25,Jean-Pierre Beltoise,BEL,Matra,28,+103.700s,4
4,28,Ignazio Giunti,GIU,Ferrari,28,+158.500s,3
5,19,Rolf Stommelen,STO,Brabham Ford,28,+201.800s,2
6,26,Henri Pescarolo,PES,Matra,27,DNF,1
7,9,Jo Siffert,SIF,March Ford,26,DNF,0
8,27,Jacky Ickx,ICK,Ferrari,26,+2 laps,0
NC,14,Ronnie Peterson,PET,March Ford,20,+8 laps,0
NC,18,Jack Brabham,BRA,Brabham Ford,19,DNF,0
NC,23,Graham Hill,HIL,Lotus Ford,19,DNF,0
NC,11,Jackie Stewart,STE,March Ford,14,DNF,0
NC,21,John Miles,MIL,Lotus Ford,13,DNF,0
NC,20,Jochen Rindt,RIN,Lotus Ford,10,DNF,0
NC,2,Jackie Oliver,OLI,BRM,7,DNF,0
NC,7,Piers Courage,COU,De Tomaso Ford,4,DNF,0
NC,8,Derek Bell,BEL,Brabham Ford,1,DNF,0
