Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Jochen Rindt,RIN,Lotus Ford,50,1:42:00.300,9
2,10,Jacky Ickx,ICK,Ferrari,50,+0.700s,6
3,4,Denny Hulme,HUL,McLaren Ford,50,+81.800s,4
4,17,Emerson Fittipaldi,FIT,Lotus Ford,50,+115.100s,3
5,21,Rolf Stommelen,STO,Brabham Ford,49,+1 lap,2
6,14,Henri Pescarolo,PES,Matra,49,+1 lap,1
7,23,Francois Cevert,CEV,March Ford,49,+1 lap,0
8,12,Jo Siffert,SIF,March Ford,47,DNF,0
9,7,John Surtees,SUR,Surtees Ford,46,DNF,0
NC,9,Graham Hill,HIL,Lotus Ford,37,DNF,0
NC,5,Chris Amon,AMO,March Ford,34,DNF,0
NC,15,Clay Regazzoni,REG,Ferrari,30,DNF,0
NC,16,John Miles,MIL,Lotus Ford,24,DNF,0
NC,1,Jackie Stewart,STE,March Ford,20,DNF,0
NC,11,Mario Andretti,AND,March Ford,15,DNF,0
NC,22,Ronnie Peterson,PET,March Ford,11,DNF,0
NC,6,Pedro Rodriguez,ROD,BRM,7,DNF,0
NC,18,Jackie Oliver,OLI,BRM,5,DNF,0
NC,3,Jack Brabham,BRA,Brabham Ford,4,DNF,0
NC,8,Jean-Pierre Beltoise,BEL,Matra,4,DNF,0
NC,24,Peter Gethin,GET,McLaren Ford,3,DNF,0
