Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,1,Michael Schumacher,MSC,Ferrari,1:27.173,3
2,2,Rubens Barrichello,BAR,Ferrari,1:27.418,3
3,3,Juan Pablo Montoya,MOY,Williams BMW,1:28.101,3
4,10,Heinz-Harald Frentzen,FRE,Sauber Petronas,1:28.274,3
5,20,Olivier Panis,PAN,Toyota,1:28.288,3
6,16,Jacques Villeneuve,VIL,BAR Honda,1:28.420,3
7,9,Nick Heidfeld,HEI,Sauber Petronas,1:28.464,3
8,17,Jenson Button,BUT,BAR Honda,1:28.682,3
9,4,Ralf Schumacher,RSC,Williams BMW,1:28.830,3
10,8,Fernando Alonso,ALO,Renault,1:28.928,3
11,5,David Coulthard,COU,McLaren Mercedes,1:29.105,3
12,7,Jarno Trulli,TRU,Renault,1:29.136,3
13,11,Giancarlo Fisichella,FIS,Jordan Ford,1:29.344,3
14,14,Mark Webber,WEB,Jaguar Cosworth,1:29.367,3
15,6,Kimi Räikkönen,RAI,McLaren Mercedes,1:29.470,3
16,21,Cristiano da Matta,DAM,Toyota,1:29.538,3
17,12,Ralph Firman,FIR,Jordan Ford,1:31.242,3
18,15,Antonio Pizzonia,PIZ,Jaguar Cosworth,1:31.723,3
NC,19,Jos Verstappen,VER,Minardi Cosworth,No Time,2
NC,18,Justin Wilson,WIL,Minardi Cosworth,No Time,2
