Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,6,Juan Pablo Montoya,MOY,Williams BMW,1:12.836,11
2,1,Michael Schumacher,MSC,Ferrari,1:13.018,11
3,2,Rubens Barrichello,BAR,Ferrari,1:13.280,11
4,5,Ralf Schumacher,RSC,Williams BMW,1:13.301,12
5,4,Kimi Räikkönen,RAI,McLaren Mercedes,1:13.898,12
6,9,Giancarlo Fisichella,FIS,Jordan Honda,1:14.132,12
7,7,Nick Heidfeld,HEI,Sauber Petronas,1:14.139,11
8,3,David Coulthard,COU,McLaren Mercedes,1:14.385,11
9,11,Jacques Villeneuve,VIL,BAR Honda,1:14.564,10
10,14,Jarno Trulli,TRU,Renault,1:14.688,10
11,12,Olivier Panis,PAN,BAR Honda,1:14.713,12
12,8,Felipe Massa,MAS,Sauber Petronas,1:14.823,11
13,15,Jenson Button,BUT,Renault,1:14.854,12
14,16,Eddie Irvine,IRV,Jaguar Cosworth,1:14.882,6
15,10,Takuma Sato,SAT,Jordan Honda,1:14.940,9
16,17,Pedro de la Rosa,DLR,Jaguar Cosworth,1:15.089,12
17,21,Enrique Bernoldi,BER,Arrows Cosworth,1:15.102,12
18,24,Mika Salo,SAL,Toyota,1:15.111,10
19,20,Heinz-Harald Frentzen,FRE,Arrows Cosworth,1:15.115,11
20,25,Allan McNish,MCN,Toyota,1:15.321,11
21,23,Mark Webber,WEB,Minardi Asiatech,1:15.508,11
22,22,Alex Yoong,YOO,Minardi Asiatech,1:17.347,10
