Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,1,Michael Schumacher,MSC,Ferrari,1:16.364,9
2,2,Rubens Barrichello,BAR,Ferrari,1:16.690,9
3,5,Ralf Schumacher,RSC,Williams BMW,1:17.277,9
4,6,Juan Pablo Montoya,MOY,Williams BMW,1:17.425,10
5,4,Kimi Räikkönen,RAI,McLaren Mercedes,1:17.519,11
6,15,Jenson Button,BUT,Renault,1:17.638,7
7,3,David Coulthard,COU,McLaren Mercedes,1:17.662,11
8,7,Nick Heidfeld,HEI,Sauber Petronas,1:17.851,12
9,14,Jarno Trulli,TRU,Renault,1:17.929,9
10,20,Heinz-Harald Frentzen,FRE,Arrows Cosworth,1:18.121,12
11,8,Felipe Massa,MAS,Sauber Petronas,1:18.139,11
12,9,Giancarlo Fisichella,FIS,Jordan Honda,1:18.291,12
13,12,Olivier Panis,PAN,BAR Honda,1:18.472,12
14,21,Enrique Bernoldi,BER,Arrows Cosworth,1:18.515,12
15,11,Jacques Villeneuve,VIL,BAR Honda,1:18.847,12
16,17,Pedro de la Rosa,DLR,Jaguar Cosworth,1:18.885,12
17,24,Mika Salo,SAL,Toyota,1:18.897,12
18,10,Takuma Sato,SAT,Jordan Honda,1:19.002,12
19,25,Allan McNish,MCN,Toyota,1:19.025,11
20,23,Mark Webber,WEB,Minardi Asiatech,1:19.802,9
21,22,Alex Yoong,YOO,Minardi Asiatech,1:21.415,6
