Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,6,Juan Pablo Montoya,MOY,Williams BMW,1:11.985,12
2,1,Michael Schumacher,MSC,Ferrari,1:12.008,12
3,2,Rubens Barrichello,BAR,Ferrari,1:12.197,12
4,4,Kimi Räikkönen,RAI,McLaren Mercedes,1:12.244,12
5,5,Ralf Schumacher,RSC,Williams BMW,1:12.424,12
6,3,David Coulthard,COU,McLaren Mercedes,1:12.498,12
7,15,Jenson Button,BUT,Renault,1:12.761,12
8,14,Jarno Trulli,TRU,Renault,1:13.030,12
9,16,Eddie Irvine,IRV,Jaguar Cosworth,1:13.188,12
10,7,Nick Heidfeld,HEI,Sauber Petronas,1:13.370,12
11,12,Olivier Panis,PAN,BAR Honda,1:13.457,12
12,8,Felipe Massa,MAS,Sauber Petronas,1:13.501,12
13,11,Jacques Villeneuve,VIL,BAR Honda,1:13.506,12
14,10,Takuma Sato,SAT,Jordan Honda,1:13.542,12
15,17,Pedro de la Rosa,DLR,Jaguar Cosworth,1:13.656,8
16,24,Mika Salo,SAL,Toyota,1:13.837,12
17,25,Allan McNish,MCN,Toyota,1:13.949,12
18,23,Mark Webber,WEB,Minardi Asiatech,1:14.800,6
19,22,Alex Yoong,YOO,Minardi Asiatech,1:16.798,9
NC,20,Heinz-Harald Frentzen,FRE,Arrows Cosworth,1:18.497,3
NC,21,Enrique Bernoldi,BER,Arrows Cosworth,1:19.843,3
