Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Bob Sweikert,SWE,Kurtis Kraft Offenhauser,200.0,3:53:59.530,8
2,10,Tony Bettenhausen,BET,Kurtis Kraft Offenhauser,200.0,+163.560s,3
2,10,Paul Russo,RUS,Kurtis Kraft Offenhauser,,SHC,3
3,15,Jimmy Davies,DAV,Kurtis Kraft Offenhauser,200.0,OK,4
4,44,Johnny Thomson,THO,Kuzma Offenhauser,200.0,OK,3
5,77,Walt Faulkner,FAU,Kurtis Kraft Offenhauser,200.0,OK,1
5,77,Bill Homeier,HOM,Kurtis Kraft Offenhauser,,SHC,1
6,19,Andy Linden,LIN,Kurtis Kraft Offenhauser,200.0,OK,0
7,71,Al Herman,HER,Kurtis Kraft Offenhauser,200.0,OK,0
8,29,Pat O'Connor,O'C,Kurtis Kraft Offenhauser,200.0,OK,0
9,48,Jimmy Daywalt,DAY,Kurtis Kraft Offenhauser,200.0,OK,0
10,89,Pat Flaherty,FLA,Kurtis Kraft Offenhauser,200.0,OK,0
11,98,Duane Carter,CAR,Kuzma Offenhauser,197.0,+3 laps,0
12,41,Chuck Weyant,WEY,Kurtis Kraft Offenhauser,196.0,+4 laps,0
13,83,Eddie Johnson,JOH,Trevis Offenhauser,196.0,+4 laps,0
14,33,Jim Rathmann,RAT,Epperly Offenhauser,191.0,+9 laps,0
15,12,Don Freeland,FRE,Phillips Offenhauser,178.0,DNF,0
16,22,Cal Niday,NID,Kurtis Kraft Offenhauser,170.0,DNF,0
17,99,Art Cross,CRO,Kurtis Kraft Offenhauser,168.0,DNF,0
18,81,Shorty Templeman,TEM,Trevis Offenhauser,142.0,DNF,0
19,8,Sam Hanks,HAN,Kurtis Kraft Offenhauser,134.0,DNF,0
20,31,Keith Andrews,AND,Schroeder Offenhauser,120.0,DNF,0
21,16,Johnnie Parsons,PAR,Kurtis Kraft Offenhauser,119.0,DNF,0
22,37,Eddie Russo,RUS,Pawl Offenhauser,112.0,DNF,0
23,49,Ray Crawford,CRA,Kurtis Kraft Offenhauser,111.0,DNF,0
24,1,Jimmy Bryan,BRY,Kuzma Offenhauser,90.0,DNF,0
25,4,Bill Vukovich,VUK,Kurtis Kraft Offenhauser,56.0,DNF,1
26,3,Jack McGrath,MCG,Kurtis Kraft Offenhauser,54.0,DNF,0
27,42,Al Keller,KEL,Kurtis Kraft Offenhauser,54.0,DNF,0
28,27,Rodger Ward,WAR,Kuzma Offenhauser,53.0,DNF,0
29,39,Johnny Boyd,BOY,Kurtis Kraft Offenhauser,53.0,DNF,0
30,68,Ed Elisian,ELI,Kurtis Kraft Offenhauser,53.0,DNF,0
31,23,Jerry Hoyt,HOY,Stevens Offenhauser,40.0,DNF,0
32,14,Fred Agabashian,AGA,Kurtis Kraft Offenhauser,39.0,DNF,0
33,5,Jimmy Reece,REE,Pankratz Offenhauser,10.0,DNF,0
