Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,10,Juan Manuel Fangio,FAN,Mercedes-Benz,36.0,2:39:29.000,9
2,14,Stirling Moss,MOS,Mercedes-Benz,36.0,+8.100s,6
3,2,Nino Farina,FAR,Ferrari,36.0,+100.500s,4
4,6,Paul Frere,FRE,Ferrari,36.0,+205.500s,3
5,24,Roberto Mieres,MIE,Maserati,,SHC,1
5,24,Jean Behra,BEH,Maserati,35.0,+1 lap,1
6,4,Maurice Trintignant,TRI,Ferrari,35.0,+1 lap,0
7,22,Luigi Musso,MUS,Maserati,34.0,+2 laps,0
8,26,Cesare Perdisa,PER,Maserati,33.0,+3 laps,0
9,28,Louis Rosier,ROS,Maserati,33.0,+3 laps,0
NC,12,Karl Kling,KLI,Mercedes-Benz,21.0,DNF,0
NC,30,Eugenio Castellotti,CAS,Lancia,16.0,DNF,0
NC,40,Mike Hawthorn,HAW,Vanwall,8.0,DNF,0
NC,20,Jean Behra,BEH,Maserati,3.0,DNF,0
