Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,18,Juan Manuel Fangio,FAN,Mercedes-Benz,50,2:25:04.400,8
2,14,Piero Taruffi,TAR,Mercedes-Benz,50,+0.700s,6
3,4,Eugenio Castellotti,CAS,Ferrari,50,+46.200s,4
4,36,Jean Behra,BEH,Maserati,50,+237.500s,3
5,34,Carlos Menditeguy,MEN,Maserati,49,+1 lap,2
6,12,Umberto Maglioli,MAG,Ferrari,49,+1 lap,0
7,28,Roberto Mieres,MIE,Maserati,48,+2 laps,0
8,8,Maurice Trintignant,TRI,Ferrari,47,+3 laps,0
9,40,John Fitch,FIT,Maserati,46,+4 laps,0
10,6,Mike Hawthorn,HAW,Ferrari,38,DNF,0
11,20,Karl Kling,KLI,Mercedes-Benz,32,DNF,0
12,30,Luigi Musso,MUS,Maserati,31,DNF,0
13,38,Horace Gould,GOU,Maserati,31,DNF,0
14,16,Stirling Moss,MOS,Mercedes-Benz,27,DNF,1
15,26,Jacques Pollet,POL,Gordini,26,DNF,0
16,22,Hermano da Silva Ramos,DAS,Gordini,23,DNF,0
17,32,Peter Collins,COL,Maserati,22,DNF,0
18,42,Harry Schell,SCH,Vanwall,7,DNF,0
19,24,Jean Lucas,LUC,Gordini,7,DNF,0
20,44,Ken Wharton,WHA,Vanwall,0,DNF,0
