Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,8,Jim Clark,CLA,Lotus Climax,65,2:09:52.100,9
2,5,Jack Brabham,BRA,Brabham Climax,65,+101.100s,6
3,2,Richie Ginther,GIN,BRM,65,+114.700s,4
4,1,Graham Hill,HIL,BRM,64,+1 lap,3
5,11,Jo Bonnier,BON,Cooper Climax,62,+3 laps,2
6,6,Dan Gurney,GUR,Brabham Climax,62,+3 laps,1
7,22,Hap Sharp,SHA,Lotus BRM,61,+4 laps,0
8,16,Jim Hall,HAL,Lotus BRM,60,+4 laps,0
9,14,Jo Siffert,SIF,Lotus BRM,59,+6 laps,0
10,12,Carel Godin de Beaufort,DEB,Porsche,58,+7 laps,0
11,13,Moises Solana,SOL,BRM,57,DNF,0
NC,25,Phil Hill,HIL,ATS,40,DNF,0
NC,24,Lorenzo Bandini,BAN,Ferrari,36,DNF,0
NC,3,Bruce McLaren,MCL,Cooper Climax,30,DNF,0
NC,10,Pedro Rodriguez,ROD,Lotus Climax,26,DNF,0
NC,17,Masten Gregory,GRE,Lola Climax,23,DNF,0
NC,9,Trevor Taylor,TAY,Lotus Climax,19,DNF,0
DQ,23,John Surtees,SUR,Ferrari,19,DSQ,0
NC,26,Giancarlo Baghetti,BAG,ATS,12,DNF,0
NC,18,Chris Amon,AMO,Lotus BRM,9,DNF,0
NC,4,Tony Maggs,MAG,Cooper Climax,7,DNF,0
