Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,18,Jim Clark,CLA,Lotus Climax,53,2:10:54.300,9
2,12,Tony Maggs,MAG,Cooper Climax,53,+64.900s,6
3,2,Graham Hill,HIL,BRM,53,+133.900s,0
4,6,Jack Brabham,BRA,Brabham Climax,53,+135.200s,3
5,8,Dan Gurney,GUR,Brabham Climax,53,+153.400s,2
6,36,Jo Siffert,SIF,Lotus BRM,52,+1 lap,1
7,30,Chris Amon,AMO,Lola Climax,51,+2 laps,0
8,28,Maurice Trintignant,TRI,Lotus Climax,50,+3 laps,0
9,32,Innes Ireland,IRE,BRP BRM,49,+4 laps,0
10,46,Lorenzo Bandini,BAN,BRM,45,+8 laps,0
11,34,Jim Hall,HAL,Lotus BRM,45,+8 laps,0
12,10,Bruce McLaren,MCL,Cooper Climax,42,DNF,0
13,20,Trevor Taylor,TAY,Lotus Climax,41,DNF,0
NC,42,Phil Hill,HIL,Lotus BRM,34,DNC,0
NC,44,Jo Bonnier,BON,Cooper Climax,32,DNC,0
NC,48,Masten Gregory,GRE,,30,DNF,0
NC,16,John Surtees,SUR,Ferrari,12,DNF,0
NC,38,Tony Settember,SET,Scirocco BRM,5,DNF,0
NC,4,Richie Ginther,GIN,BRM,4,DNF,0
