Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Graham Hill,HIL,BRM,100,2:41:49.700,9
2,5,Richie Ginther,GIN,BRM,100,+4.600s,6
3,7,Bruce McLaren,MCL,Cooper Climax,100,+12.800s,4
4,21,John Surtees,SUR,Ferrari,100,+14.100s,3
5,8,Tony Maggs,MAG,Cooper Climax,98,+2 laps,2
6,10,Trevor Taylor,TAY,Lotus Climax,98,+2 laps,1
7,11,Jo Bonnier,BON,Cooper Climax,94,+6 laps,0
8,9,Jim Clark,CLA,Lotus Climax,78,DNF,0
9,3,Jack Brabham,BRA,Lotus Climax,77,DNF,0
NC,14,Innes Ireland,IRE,Lotus BRM,40,DNF,0
NC,20,Willy Mairesse,MAI,Ferrari,37,DNF,0
NC,17,Maurice Trintignant,TRI,Lola Climax,34,DNF,0
NC,4,Dan Gurney,GUR,Brabham Climax,25,DNF,0
NC,12,Jim Hall,HAL,Lotus BRM,20,DNF,0
NC,25,Jo Siffert,SIF,Lotus BRM,3,DNF,0
