Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,9,Kimi Räikkönen,RAI,McLaren Mercedes,2:42.880,6
2,5,Fernando Alonso,ALO,Renault,2:43.441,6
3,3,Jenson Button,BUT,BAR Honda,2:44.105,6
4,7,Mark Webber,WEB,Williams BMW,2:44.511,6
5,16,Jarno Trulli,TRU,Toyota,2:44.518,6
6,4,Takuma Sato,SAT,BAR Honda,2:44.658,6
7,10,Alexander Wurz,WUR,McLaren Mercedes,2:44.689,6
8,12,Felipe Massa,MAS,Sauber Petronas,2:44.930,6
9,8,Nick Heidfeld,HEI,Williams BMW,2:45.196,6
10,2,Rubens Barrichello,BAR,Ferrari,2:45.243,6
11,17,Ralf Schumacher,RSC,Toyota,2:45.416,6
12,11,Jacques Villeneuve,VIL,Sauber Petronas,2:46.259,6
13,6,Giancarlo Fisichella,FIS,Renault,2:46.710,6
14,1,Michael Schumacher,MSC,Ferrari,2:47.244,6
15,14,David Coulthard,COU,RBR Cosworth,2:48.070,6
16,15,Vitantonio Liuzzi,LIU,RBR Cosworth,2:48.155,6
17,19,Narain Karthikeyan,KAR,Jordan Toyota,2:52.099,6
18,18,Tiago Monteiro,MON,Jordan Toyota,2:54.252,6
19,20,Patrick Friesacher,FRI,Minardi Cosworth,2:57.048,6
20,21,Christijan Albers,ALB,Minardi Cosworth,1:25.921,5
