Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,9,Kimi Räikkönen,RAI,McLaren Mercedes,1:20.878,3
2,10,Juan Pablo Montoya,MOY,McLaren Mercedes,1:21.054,3
3,5,Fernando Alonso,ALO,Renault,1:21.319,3
4,3,Jenson Button,BUT,BAR Honda,1:21.369,3
5,4,Takuma Sato,SAT,BAR Honda,1:21.477,3
6,16,Jarno Trulli,TRU,Toyota,1:21.640,3
7,1,Michael Schumacher,MSC,Ferrari,1:21.721,3
8,2,Rubens Barrichello,BAR,Ferrari,1:21.962,3
9,6,Giancarlo Fisichella,FIS,Renault,1:22.068,3
10,17,Ralf Schumacher,RSC,Toyota,1:22.266,3
11,14,David Coulthard,COU,RBR Cosworth,1:22.304,3
12,11,Jacques Villeneuve,VIL,Sauber Petronas,1:22.356,3
13,15,Christian Klien,KLI,RBR Cosworth,1:22.532,3
14,7,Mark Webber,WEB,Williams BMW,1:22.560,3
15,12,Felipe Massa,MAS,Sauber Petronas,1:23.060,3
16,8,Antonio Pizzonia,PIZ,Williams BMW,1:23.291,3
17,18,Tiago Monteiro,MON,Jordan Toyota,1:24.666,3
18,20,Robert Doornbos,DOO,Minardi Cosworth,1:24.904,3
19,19,Narain Karthikeyan,KAR,Jordan Toyota,1:25.859,3
20,21,Christijan Albers,ALB,Minardi Cosworth,1:26.964,3
