Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Ronnie Peterson,PET,Lotus Ford,78,1:58:03.700,9
2,3,Jody Scheckter,SCH,Tyrrell Ford,78,+28.800s,6
3,17,Jean-Pierre Jarier,JAR,Shadow Ford,78,+48.900s,4
4,11,Clay Regazzoni,REG,Ferrari,78,+63.100s,3
5,5,Emerson Fittipaldi,FIT,McLaren Ford,77,+1 lap,2
6,28,John Watson,WAT,Brabham Ford,77,+1 lap,1
7,26,Graham Hill,HIL,Lola Ford,76,+2 laps,0
8,27,Guy Edwards,EDW,Lola Ford,76,+2 laps,0
9,4,Patrick Depailler,DEP,Tyrrell Ford,75,+3 laps,0
NC,15,Henri Pescarolo,PES,BRM,62,DNF,0
NC,2,Jacky Ickx,ICK,Lotus Ford,34,DNF,0
NC,12,Niki Lauda,LAU,Ferrari,32,DNF,0
NC,24,James Hunt,HUN,Hesketh Ford,28,DNF,0
NC,33,Mike Hailwood,HAI,McLaren Ford,11,DNF,0
NC,7,Carlos Reutemann,REU,Brabham Ford,5,DNF,0
NC,37,Francois Migault,MIG,BRM,5,DNF,0
NC,22,Vern Schuppan,SCH,Ensign Ford,4,DNF,0
NC,9,Hans-Joachim Stuck,STU,March Ford,3,DNF,0
NC,10,Vittorio Brambilla,BRA,March Ford,1,DNF,0
NC,14,Jean-Pierre Beltoise,BEL,BRM,1,DNF,0
NC,23,Tim Schenken,SCH,Trojan Ford,0,DNF,0
NC,18,Carlos Pace,PAC,Surtees Ford,0,DNF,0
NC,16,Brian Redman,RED,Shadow Ford,0,DNF,0
NC,20,Arturo Merzario,MER,Iso Marlboro Ford,0,DNF,0
NC,6,Denny Hulme,HUL,McLaren Ford,0,DNF,0
