Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,12,Niki Lauda,LAU,Ferrari,75,1:43:00.350,9
2,11,Clay Regazzoni,REG,Ferrari,75,+8.250s,6
3,5,Emerson Fittipaldi,FIT,McLaren Ford,75,+30.270s,4
4,33,Mike Hailwood,HAI,McLaren Ford,75,+31.290s,3
5,3,Jody Scheckter,SCH,Tyrrell Ford,75,+34.280s,2
6,4,Patrick Depailler,DEP,Tyrrell Ford,75,+51.520s,1
7,28,John Watson,WAT,Brabham Ford,75,+73.950s,0
8,1,Ronnie Peterson,PET,Lotus Ford,73,+2 laps,0
9,8,Rikky von Opel,VON,Brabham Ford,73,+2 laps,0
10,10,Vittorio Brambilla,BRA,March Ford,72,+3 laps,0
11,2,Jacky Ickx,ICK,Lotus Ford,71,+4 laps,0
12,7,Carlos Reutemann,REU,Brabham Ford,71,+4 laps,0
DQ,22,Vern Schuppan,SCH,Ensign Ford,69,DSQ,0
NC,6,Denny Hulme,HUL,McLaren Ford,65,DNF,0
NC,37,Francois Migault,MIG,BRM,60,DNF,0
NC,20,Arturo Merzario,MER,Iso Marlboro Ford,54,DNF,0
NC,27,Guy Edwards,EDW,Lola Ford,36,DNF,0
NC,17,Jean-Pierre Jarier,JAR,Shadow Ford,27,DNF,0
NC,14,Jean-Pierre Beltoise,BEL,BRM,18,DNF,0
NC,26,Graham Hill,HIL,Lola Ford,16,DNF,0
NC,15,Henri Pescarolo,PES,BRM,15,DNF,0
NC,19,Jochen Mass,MAS,Surtees Ford,8,DNF,0
NC,24,James Hunt,HUN,Hesketh Ford,2,DNF,0
NC,9,Hans-Joachim Stuck,STU,March Ford,0,DNF,0
NC,16,Tom Pryce,PRY,Shadow Ford,0,DNF,0
