Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Denny Hulme,HUL,McLaren Ford,53,1:41:02.010,9
2,12,Niki Lauda,LAU,Ferrari,53,+9.270s,6
3,11,Clay Regazzoni,REG,Ferrari,53,+20.410s,4
4,33,Mike Hailwood,HAI,McLaren Ford,53,+31.790s,3
5,14,Jean-Pierre Beltoise,BEL,BRM,53,+51.840s,2
6,4,Patrick Depailler,DEP,Tyrrell Ford,53,+112.480s,1
7,7,Carlos Reutemann,REU,Brabham Ford,52,DNF,0
8,10,Howden Ganley,GAN,March Ford,52,DNF,0
9,15,Henri Pescarolo,PES,BRM,52,+1 lap,0
10,5,Emerson Fittipaldi,FIT,McLaren Ford,51,+2 laps,0
11,27,Guy Edwards,EDW,Lola Ford,50,+3 laps,0
12,28,John Watson,WAT,Brabham Ford,49,+4 laps,0
13,1,Ronnie Peterson,PET,Lotus Ford,48,+5 laps,0
NC,26,Graham Hill,HIL,Lola Ford,45,DNF,0
NC,8,Richard Robarts,ROB,Brabham Ford,35,DNF,0
NC,2,Jacky Ickx,ICK,Lotus Ford,35,DNF,0
NC,9,Hans-Joachim Stuck,STU,March Ford,31,DNF,0
NC,37,Francois Migault,MIG,BRM,31,DNF,0
NC,3,Jody Scheckter,SCH,Tyrrell Ford,25,DNF,0
NC,18,Carlos Pace,PAC,Surtees Ford,21,DNF,0
NC,20,Arturo Merzario,MER,Iso Marlboro Ford,19,DNF,0
NC,24,James Hunt,HUN,March Ford,11,DNF,0
NC,19,Jochen Mass,MAS,Surtees Ford,10,DNF,0
NC,16,Peter Revson,REV,Shadow Ford,1,DNF,0
NC,17,Jean-Pierre Jarier,JAR,Shadow Ford,0,DNF,0
