Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,2,Nigel Mansell,MAN,Williams Renault,1:16.179,23
2,5,Michael Schumacher,MSC,Benetton Ford,1:16.197,21
3,0,Damon Hill,HIL,Williams Renault,1:16.830,24
4,7,Mika Hakkinen,HAK,McLaren Peugeot,1:16.992,21
5,14,Rubens Barrichello,BAR,Jordan Hart,1:17.537,16
6,15,Eddie Irvine,IRV,Jordan Hart,1:17.667,11
7,6,Johnny Herbert,HER,Benetton Ford,1:17.727,21
8,27,Jean Alesi,ALE,Ferrari,1:17.801,20
9,8,Martin Brundle,BRU,McLaren Peugeot,1:17.950,22
10,30,Heinz-Harald Frentzen,FRE,Sauber Mercedes,1:17.962,23
11,28,Gerhard Berger,BER,Ferrari,1:18.070,22
12,26,Olivier Panis,PAN,Ligier Renault,1:18.072,24
13,4,Mark Blundell,BLU,Tyrrell Yamaha,1:18.237,24
14,12,Alessandro Zanardi,ZAN,Lotus Mugen Honda,1:18.331,24
15,3,Ukyo Katayama,KAT,Tyrrell Yamaha,1:18.411,20
16,24,Michele Alboreto,ALB,Minardi Ford,1:18.755,24
17,29,Jyrki Jarvilehto,JAR,Sauber Mercedes,1:18.806,23
18,23,Pierluigi Martini,MAR,Minardi Ford,1:18.957,24
19,9,Christian Fittipaldi,FIT,Footwork Ford,1:19.061,23
20,25,Franck Lagorce,LAG,Ligier Renault,1:19.153,23
21,10,Gianni Morbidelli,MOR,Footwork Ford,1:19.610,24
22,11,Mika Salo,SAL,Lotus Mugen Honda,1:19.844,20
23,19,Hideki Noda,NOD,Larrousse Ford,1:20.145,15
24,31,David Brabham,BRA,Simtek Ford,1:20.442,11
25,20,Jean-Denis Deletraz,DEL,Larrousse Ford,1:22.422,17
26,32,Domenico Schiattarella,SCH,Simtek Ford,1:22.529,7
27,33,Paul Belmondo,BEL,Pacific Ilmor,1:24.087,12
28,34,Bertrand Gachot,GAC,Pacific Ilmor,7:40.317,2
