Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,26,Jacques Laffite,LAF,Ligier Matra,72,1:46:55.520,9
2,2,Jochen Mass,MAS,McLaren Ford,72,+8.449s,6
3,12,Carlos Reutemann,REU,Ferrari,72,+14.367s,4
4,4,Patrick Depailler,DEP,Tyrrell Ford,72,+16.308s,3
5,7,John Watson,WAT,Brabham Alfa Romeo,72,+18.735s,2
6,5,Mario Andretti,AND,Lotus Ford,72,+25.277s,1
7,22,Clay Regazzoni,REG,Ensign Ford,72,+31.266s,0
8,34,Jean-Pierre Jarier,JAR,Penske Ford,72,+64.567s,0
9,16,Jackie Oliver,OLI,Shadow Ford,72,+82.479s,0
10,8,Hans-Joachim Stuck,STU,Brabham Alfa Romeo,71,+1 lap,0
11,30,Brett Lunger,LUN,McLaren Ford,71,+1 lap,0
12,1,James Hunt,HUN,McLaren Ford,71,+1 lap,0
13,24,Rupert Keegan,KEE,Hesketh Ford,71,+1 lap,0
14,31,David Purley,PUR,LEC Ford,70,+2 laps,0
15,27,Patrick Neve,NEV,March Ford,69,+3 laps,0
16,25,Harald Ertl,ERT,Hesketh Ford,68,+4 laps,0
17,17,Alan Jones,JON,Shadow Ford,67,+5 laps,0
18,28,Emerson Fittipaldi,FIT,Fittipaldi Ford,66,+6 laps,0
19,6,Gunnar Nilsson,NIL,Lotus Ford,64,DNF,0
NC,10,Ian Scheckter,SCH,March Ford,61,DNF,0
NC,19,Vittorio Brambilla,BRA,Surtees Ford,52,DNF,0
NC,11,Niki Lauda,LAU,Ferrari,47,DNF,0
NC,20,Jody Scheckter,SCH,Wolf Ford,29,DNF,0
NC,3,Ronnie Peterson,PET,Tyrrell Ford,7,DNF,0
