Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,11,Niki Lauda,LAU,Ferrari,47,1:31:48.620,9
2,20,Jody Scheckter,SCH,Wolf Ford,47,+14.330s,6
3,8,Hans-Joachim Stuck,STU,Brabham Alfa Romeo,47,+20.900s,4
4,12,Carlos Reutemann,REU,Ferrari,47,+60.270s,3
5,19,Vittorio Brambilla,BRA,Surtees Ford,47,+87.370s,2
6,23,Patrick Tambay,TAM,Ensign Ford,47,+89.810s,1
7,18,Vern Schuppan,SCH,Surtees Ford,46,+1 lap,0
8,9,Alex Ribeiro,RIB,March Ford,46,+1 lap,0
9,3,Ronnie Peterson,PET,Tyrrell Ford,42,DNF,0
10,16,Riccardo Patrese,PAT,Shadow Ford,42,DNF,0
NC,24,Rupert Keegan,KEE,Hesketh Ford,40,DNF,0
NC,5,Mario Andretti,AND,Lotus Ford,34,DNF,0
NC,1,James Hunt,HUN,McLaren Ford,32,DNF,0
NC,6,Gunnar Nilsson,NIL,Lotus Ford,31,DNF,0
NC,2,Jochen Mass,MAS,McLaren Ford,26,DNF,0
NC,4,Patrick Depailler,DEP,Tyrrell Ford,22,DNF,0
NC,26,Jacques Laffite,LAF,Ligier Matra,21,DNF,0
NC,25,Hector Rebaque,REB,Hesketh Ford,20,DNF,0
NC,30,Brett Lunger,LUN,McLaren Ford,14,DNF,0
NC,10,Ian Scheckter,SCH,March Ford,9,DNF,0
NC,35,Hans Heyer,HEY,Penske Ford,9,DNF,0
NC,7,John Watson,WAT,Brabham Alfa Romeo,8,DNF,0
NC,34,Jean-Pierre Jarier,JAR,Penske Ford,5,DNF,0
NC,17,Alan Jones,JON,Shadow Ford,0,DNF,0
NC,22,Clay Regazzoni,REG,Ensign Ford,0,DNF,0
