Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,20,Jody Scheckter,SCH,Wolf Ford,76,1:57:52.770,9
2,11,Niki Lauda,LAU,Ferrari,76,+0.889s,6
3,12,Carlos Reutemann,REU,Ferrari,76,+32.800s,4
4,2,Jochen Mass,MAS,McLaren Ford,76,+34.600s,3
5,5,Mario Andretti,AND,Lotus Ford,76,+35.550s,2
6,17,Alan Jones,JON,Shadow Ford,76,+36.610s,1
7,26,Jacques Laffite,LAF,Ligier Matra,76,+64.440s,0
8,19,Vittorio Brambilla,BRA,Surtees Ford,76,+68.640s,0
9,16,Riccardo Patrese,PAT,Shadow Ford,75,+1 lap,0
10,22,Jacky Ickx,ICK,Ensign Ford,75,+1 lap,0
11,34,Jean-Pierre Jarier,JAR,Penske Ford,74,+2 laps,0
12,24,Rupert Keegan,KEE,Hesketh Ford,73,+3 laps,0
NC,6,Gunnar Nilsson,NIL,Lotus Ford,51,DNF,0
NC,7,John Watson,WAT,Brabham Alfa Romeo,48,DNF,0
NC,4,Patrick Depailler,DEP,Tyrrell Ford,46,DNF,0
NC,18,Hans Binder,BIN,Surtees Ford,41,DNF,0
NC,28,Emerson Fittipaldi,FIT,Fittipaldi Ford,37,DNF,0
NC,1,James Hunt,HUN,McLaren Ford,25,DNF,0
NC,8,Hans-Joachim Stuck,STU,Brabham Alfa Romeo,19,DNF,0
NC,3,Ronnie Peterson,PET,Tyrrell Ford,10,DNF,0
